,0
1594,11430
1595,11238
1596,10009
1597,11222
1598,07114
1599,10024
1600,11430
1601,11207
1602,11201
1603,10010
1604,10075
1605,10019
1606,11211
1607,11220
1608,10036
1609,11430
1610,10014-3621
1611,11215
1612,10028
1613,11211
1614,11102
1615,11430
1616,07631
1617,10023
1618,10038
1619,10075
1620,11201-1832
1621,10003
1622,11217
1623,11221
1624,11226
1625,10017-6927
1626,11213
1627,10038
1628,10013
1629,10001
1630,10036
1631,11205
1632,10004
1633,10019
1634,10075
1635,10013
1636,10023
1637,10153
1638,10013
1639,10065
1640,11102
1641,11215
1642,10019
1643,10023
1644,10014
1645,10019
1646,10011
1647,11371
1648,10019
1649,07305
1650,10013
1651,10023
1652,10009
1653,11211
1654,10028
1655,10009
1656,10024
1657,11238
1658,11215
1659,10128
1660,11430
1661,10024
1662,11213
1663,10028
1664,11201
1665,10011
1666,11201-1832
1667,11222
1668,10014
1669,10001
1670,10019
1671,10280
1672,10006
1673,10129
1674,10003
1675,11201
1676,10024
1677,10024
1678,10009
1679,10019
1680,11211
1681,10018
1682,10013
1683,11221
1684,11216
1685,10021
1686,10014
1687,10014
1688,11221
1689,10017
1690,10038
1691,10021
1692,10075
1693,10011
1694,10011
1695,10022
1696,10002
1697,10023
1698,11211
1699,10014
1700,10009
1701,10011
1702,10028
1703,10024
1704,10002
1705,10002
1706,10011
1707,10003
1708,11101
1709,10016
1710,10016
1711,11238
1712,10069
1713,10036
1714,10023
1715,10002
1716,10013
1717,10014
1718,10278
1719,10014
1720,11371
1721,10001
1722,11249
1723,10014
1724,11215
1725,10280
1726,10280
1727,11238
1728,11215
1729,10003
1730,10009
1731,10002
1732,11238
1733,10028
1734,10012
1735,11231
1736,10021
1737,10010
1738,10013
1739,10011
1740,10019
1741,11430
1742,10014
1743,10016
1744,10009
1745,11201
1746,10012
1747,10452
1748,10021
1749,10011
1750,10279
1751,10011
1752,10023
1753,10019
1754,10128
1755,07311
1756,10021
1757,10003
1758,10011
1759,10003
1760,11215
1761,10013
1762,10012
1763,10128
1764,11249
1765,10014
1766,10013
1767,10014
1768,10010
1769,10013
1770,10016
1771,10014
1772,11211
1773,10003
1774,10019
1775,11215
1776,10019
1777,10003
1778,10011
1779,11238
1780,10002
1781,10009
1782,11201-1832
1783,11215
1784,10021
1785,10065
1786,10128
1787,10028
1788,10128
1789,10128
1790,10001
1791,10019
1792,10002
1793,10022
1794,10028
1795,10016
1796,10027
1797,10009
1798,11211
1799,10016
1800,10034
1801,10028
1802,10009
1803,10003
1804,10037
1805,10016
1806,10024
1807,10023
1808,11249
1809,11249
1810,10012
1811,10022
1812,11369
1813,10014
1814,11371
1815,10013
1816,10016
1817,10028
1818,10014
1819,10017
1820,10128
1821,10024
1822,10014
1823,11102
