,0
1525,10036
1526,10069
1527,10119
1528,10009
1529,10016
1530,10003
1531,10022
1532,10025
1533,10009
1534,10035
1535,100014
1536,10003
1537,10128
1538,10001
1539,10024
1540,10010
1541,10003
1542,10003
1543,10018
1544,10038
1545,10021
1546,10075
1547,10023
1548,10014
1549,10022
1550,10022
1551,10028
1552,100
1553,10019
1554,10035
1555,10035
1556,10035
1557,10009
1558,10037
1559,10036
1560,10011
1561,10018
1562,10040
1563,10002
1564,100036
1565,100014
1566,10128
1567,10014
1568,10009
1569,10009
1570,10075
1571,11430
1572,10027
1573,10115
1574,10001
1575,10014
1576,11371
1577,10014
1578,10014
1579,10003
1580,10014
1581,10025
1582,10001
1583,10019
1584,10014
1585,10009
1586,10003
1587,10036
1588,10036
1589,11430
1590,10003
1591,10128
1592,10065
1593,10019
1594,10279
1595,10009
1596,10023
1597,10019
1598,100036
1599,10028
1600,10018
1601,10028
1602,10036
1603,10016
1604,11106
1605,10035
1606,10021
1607,10001
1608,10065
1609,10016
1610,10021
1611,10023-7503
1612,10119
1613,10038
1614,10019
1615,10010
1616,10014
1617,11230
1618,10016
1619,11371
1620,10011
1621,10012
1622,11430
1623,10037
1624,10013
1625,10011
1626,10003
1627,10013
1628,10011
1629,10028
1630,
1631,10017
1632,10036
1633,10011
1634,10036
1635,10028
1636,10012
1637,10019
1638,10021
1639,10014
1640,10019
1641,10023
1642,10003
1643,10017
1644,10021
1645,10282
1646,10022
1647,10036
1648,10023-7692
1649,10013
1650,10011
1651,11201-1832
1652,10013
1653,10011
1654,10019
1655,10003
1656,10016
1657,10016
1658,10037
1659,10024
1660,10129
1661,10024
1662,10011
1663,10014
1664,11430
1665,10065
1666,10037
1667,10128
1668,10014
1669,10019
1670,10129
1671,10021
1672,11201
1673,10011
1674,10010
1675,10038
1676,10021
1677,10280
1678,10035
1679,10028
1680,10035
1681,10019
1682,10012
1683,10019
1684,10013
1685,10017
1686,10155
1687,10036
1688,10012
1689,10014
1690,10019
1691,10019
1692,10037
1693,10013
1694,10199
1695,100
1696,10119
1697,10022
1698,10001
1699,10019
1700,10010
1701,10003
1702,10009
1703,10010
1704,10017
1705,10011
1706,10003
1707,10017
1708,10115
1709,10013
1710,10009
1711,10021
1712,10280
1713,10037
1714,10178
1715,10065
1716,10013
1717,10065
1718,10035-3501
1719,10017
1720,10019
1721,10036
1722,11430
1723,10018
1724,10010
1725,10037
1726,10018
1727,10018
1728,10014
1729,10115
1730,10019
1731,10003
1732,10016
1733,10001
1734,10019
1735,10023
1736,10009
1737,10035
1738,10035
1739,10019
1740,10013
1741,10014
1742,10001
1743,10004
1744,10025
1745,10065
1746,10017
1747,10022
1748,10019
1749,10001
1750,10022
1751,10030
1752,10019
1753,11211
1754,10010
1755,10037
1756,10002
1757,11371
1758,10037
1759,10014
1760,10001
1761,10001-7604
1762,10010
1763,10111
1764,10011
1765,10005
1766,10019
1767,10024
1768,10075
1769,10037
1770,10022
1771,10012-3332
1772,10018
1773,10022
1774,10037
1775,11231
1776,10199
1777,10001
1778,10001
1779,10035
1780,10022
1781,10016
1782,10128
1783,10019
1784,11372
1785,11430
1786,10021
1787,10009
1788,10281
1789,11101
1790,10022
1791,10009
1792,10035
1793,11430
1794,10280
1795,10001
1796,10019
1797,10119
1798,10005
1799,10014
1800,10035
1801,10011
1802,10003
1803,10019
1804,10021
1805,10153
1806,10032
1807,10029
1808,10035
1809,10002
1810,10019
1811,10019
1812,10019
1813,10012-3332
1814,10014
1815,11430
1816,10024
1817,10037
1818,10014
1819,10009
1820,10014-3621
1821,10128
1822,10036
1823,10017
1824,10119
1825,10009
1826,10019
1827,10012
1828,10003
1829,10022
1830,10023
1831,10014
1832,10000
1833,10016
1834,10037
1835,10028
1836,10012
1837,10018
1838,10012
1839,10011
1840,10028
1841,10014
1842,10009
1843,10001-7604
1844,10002
1845,10001
1846,10019
1847,10003
1848,10016
1849,10018
1850,10278
1851,10011
1852,10003
1853,10009
1854,10011
1855,10009
1856,10019
1857,11211
1858,10119
1859,10012
1860,10036
1861,10021
1862,10023
1863,10027
1864,10028
1865,10003
1866,10022
1867,10035
1868,10018
1869,10037
1870,10065
1871,10021
1872,10075
1873,11222
1874,10018
1875,10009
1876,10002
1877,10121
1878,10035
1879,10128
1880,10014
1881,10012-3332
1882,10025
1883,10026
1884,10128
1885,10065
1886,10004
1887,10014
1888,10017
1889,10012
1890,10069
1891,10128
1892,10024
1893,10035
1894,10014
1895,10279
1896,11369
1897,10018
1898,10021
1899,10003
1900,10017
1901,10023-7503
1902,10021
1903,10017
1904,11249
1905,10014
1906,10014
1907,10009
1908,10011
1909,10029
1910,10017-6927
1911,10022
1912,10111
1913,10005
1914,10023
1915,10014
1916,10002
1917,10036
1918,10011
1919,10019
1920,10017
1921,11371
1922,10019
1923,10011
1924,10035
1925,10119
1926,10017
1927,10021
1928,10037
1929,10065
1930,10003
1931,10025
1932,10003
1933,10014
1934,10010
1935,10014
1936,11430
1937,10001
1938,11106
1939,100014
1940,10019
1941,10279
1942,10002
1943,10024
1944,10009
1945,10037
1946,10009
1947,10019
1948,10022
1949,10128
1950,10065
1951,10001
1952,10024
1953,10017
1954,10016
1955,10016
1956,10023
1957,10036
1958,10036
1959,10075
1960,10025
1961,10021
1962,10003
1963,10038
1964,10002
1965,10023-6588
1966,10036
1967,10013
1968,10004
1969,10019
1970,10016
1971,10026
1972,10018
1973,10027
1974,10019
1975,10002-1013
1976,10003
1977,10034
1978,10075
1979,10012
1980,10036
1981,10023-6588
1982,10011
1983,10013
1984,10019
1985,10028
1986,10022
1987,11430
1988,10075
1989,10016
1990,10019
1991,10003
1992,10016
1993,10035
1994,10023
1995,10037
1996,10023
1997,10281
1998,10028
1999,10003
2000,10014
2001,10021
2002,10075
2003,10007
2004,10022
2005,10037
2006,10014
2007,10001
2008,10279
2009,10017
2010,10005
2011,10001
2012,11201
2013,10019
2014,10014
2015,10016
2016,10001
2017,10003
2018,10001
2019,11430
2020,10019
2021,10285
2022,10009
2023,10023
2024,10036
2025,10035
2026,10111
2027,10016
2028,10010
2029,10019
2030,10001
2031,10018
2032,10037
2033,10011
2034,10119
2035,11430
2036,10001
2037,10065
2038,10003
2039,10012
2040,11249
2041,10021
2042,10026
2043,10001-2062
2044,10011
2045,10128
2046,11101
2047,10019
2048,10025
2049,10013
2050,10017
2051,10018
2052,11109
2053,10019
2054,10028
2055,10025
2056,10019
2057,11430
2058,10001-7604
2059,10038
2060,10012
2061,10012
2062,10019
2063,10017
2064,10016
2065,10002
2066,10106
2067,10016
2068,10001-7604
2069,10010
2070,10010
2071,10022
2072,10019
2073,10022
2074,10017
2075,10019
2076,10019
2077,10014
2078,10024
2079,10003
2080,10001
2081,10158-3650
2082,10023
2083,10024
2084,11371
2085,10017
2086,10014
2087,10021
2088,10036
2089,10025
2090,10037
2091,10022
2092,10019
2093,10013
2094,11430
2095,10013
2096,10003
2097,10036
2098,10018
2099,11225
2100,10019
2101,10014
2102,10002
2103,10013
2104,10014
2105,10016
2106,10019
2107,10022
2108,10017
2109,11201
2110,10016
2111,10003
2112,10017
2113,10001
2114,10016
2115,10016
2116,11430
2117,10024
2118,10035
2119,11369
2120,10025
2121,10111
2122,10019
2123,10024
2124,11102
2125,11371
2126,10018
2127,10011
2128,10012
2129,10013
2130,10036
2131,10065
2132,10001
2133,10022
2134,11104
2135,10026
2136,10002
2137,10128
2138,10001
2139,10014
2140,10013
2141,10019
2142,10011
2143,10009
2144,11106
2145,10001
2146,10023
2147,11430
2148,10012
2149,10011
2150,10012
2151,10111
2152,10003
2153,100014
2154,10012
2155,10153
2156,10024
2157,10024
2158,10128
2159,10003
2160,10119
2161,10010
2162,10021
2163,11430
2164,10003
2165,10028
2166,
2167,10014
2168,10036
2169,10003
2170,10019
2171,11201
2172,10019
2173,10012
2174,10280
2175,10013
2176,10011
2177,10001
2178,10023
2179,11430
2180,10035
2181,10021
2182,10021
2183,10002
2184,10028
2185,10023
2186,11369
2187,10019
2188,10003
2189,10019
2190,10011
2191,10003
2192,10036
2193,10022
2194,10025
2195,10022
2196,10036
2197,10018
2198,10025
2199,100
2200,10017
2201,10028
2202,10017
2203,10023
2204,10021
2205,10019
2206,10019
2207,10037
2208,10019
2209,10025
2210,10003
2211,10017
2212,10022
2213,10010
2214,10017
2215,10023
2216,10014
2217,10037
2218,10028
2219,10031
2220,10021
2221,11371
2222,10018
2223,10009
2224,10014
2225,10022
2226,10119
2227,10014
2228,10017
2229,10023
2230,11420
2231,10002
2232,11201
2233,10022
2234,10027
2235,11101
2236,1002
2237,10012
2238,10037
2239,10009
2240,10016
2241,10025
2242,10037
2243,10019
2244,10021
2245,10024
2246,10029
2247,11211
2248,10010
2249,11369
2250,10011
2251,10019
2252,10128
2253,11430
2254,10003
2255,100036
2256,10022
2257,10016
2258,10012
2259,10029
2260,10011
2261,10128
2262,10016
2263,10021
2264,10065
2265,10009
2266,10035
2267,10022
2268,10119
2269,10016
2270,10119
2271,10128
2272,10018
2273,10023
2274,10002
2275,10003
2276,10119
2277,10029
2278,10013
2279,10017
2280,10003
2281,10025-4403
2282,10009
2283,10011
2284,10016
2285,10036
2286,10022
2287,11217
2288,10011
2289,10011
2290,10003
2291,10065
2292,10016
2293,10018
2294,10036
2295,10019
2296,10011
2297,10009
2298,10282
2299,10021
2300,10021
2301,10021
2302,10013
2303,
2304,10019
2305,10003
2306,10014
2307,10016
2308,10169
2309,10028
2310,10035
2311,10019
2312,10003
2313,10011
2314,10035
2315,10009
2316,10037
2317,10014
2318,10019
2319,10019
2320,10011
2321,10013
2322,10035
2323,10016
2324,10154
2325,10014
2326,10014
2327,11371
2328,10021
2329,10011
2330,10035
2331,10019
2332,10029
2333,10022
2334,11430
2335,10003
2336,10011
2337,10021
2338,11102
2339,10003
2340,10119
2341,10021
2342,10003
2343,10011
2344,10012
2345,10017
2346,10001
2347,10018
2348,10119
2349,10010
2350,10011
2351,10001
2352,10037
2353,10024
2354,10119
2355,10016
2356,10007
2357,10119
2358,10001-7604
2359,10025
2360,10005
2361,10036
2362,10037
2363,10001
2364,10075
2365,10036
2366,11222
2367,10019
2368,10119
2369,10128
2370,10282
2371,10128
2372,10019
2373,10021
2374,10021
2375,10003
2376,10019
2377,10011-6832
2378,10035
2379,10023
2380,10014
2381,11249
2382,10021
2383,10003
2384,10028
2385,10019
2386,11249
2387,10023
2388,10023
2389,10021
2390,10119
2391,11430
2392,10001
2393,10017
2394,10016
2395,10119
2396,10010
2397,10023-6588
2398,10003
2399,10011
2400,10014
2401,10025
2402,10023
2403,10003
2404,10040
2405,10003
2406,10011
2407,10275
2408,10036
2409,10013
2410,11375
2411,10013
2412,10001
2413,10035
2414,10023
2415,10016
2416,11369
2417,10036
2418,10003
2419,10036
2420,10022
2421,10026
2422,10023
2423,10014
2424,10003
2425,10037
2426,10023
2427,10036
2428,10017
2429,10028
2430,10019
2431,10019
2432,11371
2433,10009
2434,10280
2435,10029
2436,10016
2437,10013
2438,10002
2439,10014
2440,10075
2441,10014
2442,10011
2443,10037
2444,10111
2445,10016
2446,10027
2447,11201
2448,10016
2449,10016
2450,10001-7604
2451,10019
2452,10013
